nom_grup, nom_canço, lletra
"x2-real","x2-real","Kid Pi:
u alright?
i’m quite alright
(31)
Estic doblant el sou X2
i no sóc matemàtic
no vull veure’t més la cara
perquè em poso antipàtic
menjo el panorama com
pollastre arròs perquè és molt bàsic
quan estic a dins teu tu notes que el trance
es autèntic
Sóc immortal,
potser el dia que marxis deixarà de fer mal
mentrestant és real,
no teniu paraula i això em posa molt malalt
no em porto amb grupis menys la teva
(sensational)
Em dureu poc
rockstar com aquí no es lia enlloc
dius que estàs pegao’
fa pinta a flop
tic a dalt pregunto: això és tot?
shori no vull fer-te mal
però sóc com sóc
Dureu poc, dureu poc
30+1 un altre lliga, tots aquells tetes feu figa
som com Pop Smoke, no hi ha Smoke si no dius el Pop
el cul no li cap als pantis, ara dineru n’hi ha pila
Realment no m’importa si tu plores
per començar mai m’hauries d’haver mentit
aparta puto que estic venint,
copien l’estil estem twinin’(fight)
Didi:
Bitch ara estem rústics per culpa la Philip Plein (molly)
no entens el missatge perquè encara ets un cadell
no està clar que em moro crec que sóc immortal
la meva gang es més real que la família real
Tenim les grupis esperant a que traiem un temal (hit)
seguim amunt (straight up) no tenen clar el que fan
ells no fan trap puta, fan reggaeton comercial
Mad em diu que el pollo panko està millor que el normal
Actitud Savage Mode pujant tant a dalt en el top (si)
si anem tots de festa jo sempre vaig de copi
i ens falta capital em sento el capi en el braç dret el dorsal
sóc celestial, immortal, no canviarem mai   Kid Pi:
Sóc immortal,
potser el dia que marxis deixarà de fer mal
mentrestant és real,
no teniu paraula i això em posa molt malalt
no em porto amb grupis menys la teva
(sensational)
Em dureu poc
rockstar com aquí no es lia enlloc
dius que estàs pegao’
fa pinta a flop
tic a dalt pregunto: això és tot?
shori no vull fer-te mal
però sóc com sóc
Dureu poc, dureu poc
31+1 un altre lliga
som com Pop Smoke, no hi ha Smoke si no dius el Pop
el cul no li cap als pantis, ara dineru n’hi ha pila
Sóc immortal,
potser el dia que marxis deixarà de fer mal
mentrestant és real,
no teniu paraula i això em posa molt malalt
no em porto amb grupis menys la teva
(31,31,31) no"
"llacunes-de-la-nit","llacunes-de-la-nit","Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
Comença el reggeatón
agafo el got i faig un glop
els meus amics van molt borratxos
a mi se’m nota per com ballo
i al grupet del meu costat
em vaig fixant en ella
et queden genial les cadenes
i quan la festa porta 4hores en marxa
apaguen l’altaveu
demà a les nou
tothom en peu
em mirava quan no la veia
i jo la tonta em feia
i ara només em queden…
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
sona Teuma Thug amb “superglú”,
penso en tu:
jo porto masses dies sense estar més d’un metre de tu
No puc oblidar-te,
però darrere una pantalla
jo no puc tocar-te,
i no puc venir a trobar-te
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
Sé que en farà dies
setmanes i mesos
No oblido la teva olor,
No oblido els teus petons
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació
Llacunes de la nit
no tinc imatges
Nena recordo molt
la sensació"
"4-de-copes","aixi-va-com-va","Són coses que mos passen cada dia sovent
Mal fetes mal pensades, sense cap mirament
Sempre estam igual sempre protestant
I no solucionen els problemes mai
I així va, així va com va
Fan quatre xapusses per tenir-nos contents
I la veritat, ni això saben fer
Sempre estam igual, sempre encabronats
I no solucionen els problemes mai
I així va, així va com va
Així.... Anys i anys així.... Anam Aguantant
No, no, no ja n'estam farts
Com mes va les coses pitjor van.
Si l´opinió del poble tenguessin més en compte
Tot funcionaria sense tanta conya
Sempre estam igual sempre fastidiats
I no solucionen els problemes mai
I així va, així va com va
Fan normes obligades nomes per alguns
T´agradi o no t´agradi passes pes tubu i punt
Sempre estam igual, i ja estam cansats
De que no s´arreglin els problemes mai
I així va, així va com va
Així.... Anys i anys així.... Anam Aguantant
No, no, no ja n'estam farts
Com mes va les coses pitjor van."
"4-de-copes","el-mon-de-les-mentides","No importa com et diuen no importa d'allà on ets
No importa el teu passat només compta el que has fet
Portes escrit a la pell les marques de l'infern
Que delaten amb el temps la impotència de la ment
Sentir-se lliure com el vent somiant que res és cert
Desitjant que passi el temps per oblidar i ser un mateix
Sentir-se lliure com el vent després de tant i tant de temps
Divagant entre la gent sense trobar sortida
En el món de les mentides
Has perdut tot per moments
El que aconseguires en molt temps
Caient sí inconscientment
Al món de l'odi i els laments
Les conseqüències saps molt bé
Per això tens por a ser un valent
Tan fàcil no, no és sortir
Com entrar i caure dins
Sentir-se lliure com el vent somiant que res és cert
Desitjant que passi el temps per oblidar i ser un mateix
Sentir-se lliure com el vent després de tant i tant de temps
Divagant entre la gent sense trobar sortida
En el món de les mentides
Caus fàcilment en el parany
Penses que tot segueix igual
I quan voldries despertar
Les sortides ja s'han tancat
I cridarem, i cridaràs
Ja n'hi ha prou, ja estam cansats
Diguem ben fort i ben clar
Això es el món de les mentides"
"4-de-copes","girat-i-miram","Sóc aquí gràcies a tu
Que t'has perdut aquest matí
No passis por que t'assegur
Amb tu em quedaré a nit
No sé ni com puc pensar que tu
Voldràs estar tan aprop de mi
El dia s'acaba, la nit ja comença
On vols anar a dormir
Passen les hores esperant, qui dels dos es llençara
No m'arrisc a ser capaç, potser que ella marxara
No costa tant d'imaginar la musica sona al meu costat
Si saps molt be tot dona igual decideix-te ja.
Ja no aguanto més estàs molt distant
Si sé que tu també voldràs no trob solució
I busc la raó gira't i mira'm què estàs esperant.
Passen les hores esperant, qui dels dos es llençara
No m'arrisc a ser capaç, potser que ella marxara
No costa tant d'imaginar la musica sona al meu costat
Si saps molt be tot dona igual decideix-te ja.
Gira't i mira'm què estàs esperant
Gira't i mira'm vine al meu costat
Gira't i mira'm decideix-te ja
Gira't i mira'm ja m'estic cansant."
"4-de-copes","impossible-oblidar-te","No te puc oblidar i en cap moment
Deixo de pensar on pots estar
No te puc oblidar i et buscaré
A tot arreu sempre en tu pens
I ara sé que no puc estar sense tu
No vull fer res d'allò si no és amb tu
Passo el temps recordant es nostres moments
Sé que mai serà igual sé que tot canviarà
Sé que mai serà com abans, és el destí oh, oh si és el destí.
T'he trucat, però no em respons
Ja m'has oblidat, completament
I el meu cor tu me l'has robat
No sé que hi fas amb ell, torna-me'l
Sense ell no puc ser el que era abans
Sense això que tu tens no podré canviar
I em resulta impossible oblidar-te
Oblidar-te, oblidar-te…
Sé que mai serà igual sé que tot canviarà
Sé que mai serà com abans, és el destí oh, oh si és el destí."
"4-de-copes","no-es-veritat","Somnis absurds, llums de colors
Desitjos ardents, aromes de flors
Lluna a la nit i sol al matí
Tu ets allà i jo som aquí
No vull somiar, no vull dormir
Vull estar despert, quan tornis a mi
Et vull abraçar, si et vull sentir
Els dos junts de nou, com el dia i la nit
No és veritat que estigues enrere
No és veritat que estigues lluny meu
Somiaré mirant les estrelles
Despertant al teu costat
Com si res hagués passat
Somnis absurds em passen pel cap
Desitjos ardents em van travessant
Quan miro la nit m'oblido de tot
Només pens amb tu i deixar-te no puc
Si no pens amb tu em queda el cor buit.
No és veritat que estigues enrere
No és veritat que estigues lluny meu
Somiaré mirant les estrelles
Despertant al teu costat
Com si res hagués passat
Somnis absurds, llums de colors
Desitjos ardets, aromes de flors
Lluna a la nit, sol al matí
Tu ets allà i jo som aquí"
"4-de-copes","no-et-deixare-marxar","Si a la llum de les estreles un dia puc arribar
N´agafaré una d'elles jo sé que et cuidara
Si pas prop de la lluna allí escriuré el teu nom
Perquè des de la terra el pugui veure tothom
Sé que algun dia tu em veuràs penjat d´un estel brillant
I de la mà t´agafaré i et duré al meu costat
Sé que algun dia tu em veuràs amb la lluna conversant
I llavors el vindré a buscar i no et deixaré marxar
Si creus que et dic mentides quan em sents dir tot això
Et dure trocets d'estrelles perquè et cuidin mentres dorms
Saps que no estic per altre si tu vols jo te les port
Així em dugues per sempre a un raconet del cor
Sé que algun dia tu em veuràs penjat d'un estel brillant
I de la mà t´agafaré i et duré al meu costat
Sé que algun dia tu em veuràs amb la lluna conversant
I llavò el vindré a buscar i no et deixaré marxar
I quan torni a la terra passaré ben prop del sol
D´allí te faré senyes perquè pensis més en jo
Ja sé que això es un somni i que el cel no està prop
El camí no és difícil només has de creure en jo
I quan torni a la terra passaré ben prop del sol
D´allí te faré senyes perquè pensis mes en jo
Viatjar a les estrelles no és difícil si tu vols
Que content estaria si ho féssim tu i jo"
"4-de-copes","no-se-on-anar","El dia està creixent la llum està arribant
I una vegada més no sé on anar
Si vaig cap endavant em trob desconfiat
Si em qued aquí parat res canviara.
Les portes de l´infern per mi no s´han tancat
Per molt que busc el cel no el puc trobar
No tenc taques de sang sempre he set un covard
Però mai he fet res i em sento estrany.
Ahh...AHH...
I així com passen les hores
Obro els ulls però no veig res
Vaig perdent la confiança
I tanc els ulls un cop més
I al final tot queda enrere
I jo segueix aquí tan quiet
Mentre el cap em dóna voltes
I no sé bé el que he de fer
El dia està acabant la lluna està sortint
I una vegada més no sé on anar
Se m´ha acabat el temps i ja no puc fer res
Rompre els meus pensaments i dormiré.
Ahh… ahh…
I així com passen les hores
Obro els ulls però no veig res
Vaig perdent la confiança
I tanc els ulls un cop més
I al final tot queda enrere
I jo segueix aquí tan quiet
Mentre el cap em dóna voltes
I no sé bé el que he de fer"
"4-de-copes","potser","Si creus que està tot guanyat ningú lluitaria ja
No et creguis ses mentides en un món ple de forats
Si t'han avisat ja mil vegades serà perquè no escoltaves
I al final t'has adonat que el millor era esperar
Vols córrer tan ràpid com el vent
I sentir el sol com et calenta la pell
Desitjant que el dia no s'acabi mai
I poder gaudir d'aquesta llibertat
Si, alç els braços fins el cel
Potser tengui sort hi toqui un estel
Si, respirc tan suau com pugue
Potser sentiré l'aroma de la vida
Si ho intent…potser ho aconseguiré
Si no saps ben bé el perquè quissà ets massa exigent
I oblides que potser tothom pensa el mateix
Què més dóna? Què importa?
Ser i estar és el que compta i anar passant els dies
Sent el més feliç possible.
Vols córrer tan ràpid com el vent
I sentir el sol com et calenta la pell
Desitjant que el dia no s'acabi mai
I poder gaudir d'aquesta llibertat
Si, alç els braços fins el cel
Potser tengui sort hi toqui un estel
Si, respirc tan suau com pugue
Potser sentiré l'aroma de la vida
Si ho intent…potser ho aconseguiré"
"4-de-copes","soldat-de-cuba","Ell construïa una casa portes blaves, terrat pla
Ella cosia la roba que els hauria d'abrigar
S'estimaven, junts somiaven tot era net i clar
Quan arribàs la primavera ells es podrien casar
Però va arribar l'edicte i ell no va poder pagar
Va ver d'anar a la guerra va ver de travessar el mar
Jo esperaré que tornis, jo escriuré cada mes
Viuré de les teves cartes ves tranquil, que aquí estaré
I passaren les setmanes i ella no sabia res
Ell va caure a la batalla va morir com un valent.
Li enviaren una carta i ella cregué que era d'ell
Li va caure el cor a terra quan va veure aquell segell
I allí queda trista i freda de turment no vull creure, no.
No es cert jo a la terra i tu al cel.
Però va arribar l'edicte i ell no va poder pagar
Injusta guerra de pobres on els rics es van salvar
No, no és just mai ho serà doncs jo era rica al teu costat
I allí queda tota sola abraçada a un tros de roba
Que cosia sense forces era el seu vestit de noces."
"4-de-copes","terra","Et duc tan a dintre meu, i per tu no vull cap mal
Et puc sentir tan a dins mi si tu pateixes jo també
Estrets camins per passejar, i sentir que l´aire ens va abraçant,
Caminar i veure el sol mentre es per dins l´horitzó.
Et duc als racons de tot el meu cos
Tu ets l´energia que tenc dia a dia
Et duc als racons de tot el meu cos
Tu ets l´energia que respirc dia a dia.
És la força de la terra la que sempre duim a dintre
Arrelats com un arbre per tu estimada
És la força de la terra es cor que batega i batega
L´esperit d'aquesta terra portarem sempre a les venes.
Aigua, arena i sal terra i pedres tot barrejat
Fan que segueixi a peu de mar
La nostra terra sempre lluitant
Sempre en tu allà on vaig
Sé que tenc un lloc on tornar
Et duc als racons de tot el meu cos
Tu ets l´energia que tenc dia a dia
Et duc als racons de tot el meu cos
Tu ets l´energia que respirc dia a dia.
És la força de la terra la que sempre duim a dintre
Arrelats com un arbre per tu estimada
És la força de la terra es cor que batega i batega
L´esperit d´aquesta terra portarem sempre a les venes."
"4-de-copes","un-cami-i-un-desti","Quantes coses hem d'estar pensant
I la vida no dóna per tant
Un destí a seguir i un camí a elegir.
Quantes coses voldríem fer
Tants de somnis i tan poc temps
Una destí a seguir i un camí a elegir.
Podem cridar sense parar podem somiar
Però poques voltes complirem el que desitjam
Per que sentim que tot s'està acabant
I que la vida la deixam anar
Cada volta que recordam el passat
Decidim el que volem fer
I el temps que passa l'estam perdent
Decideix-te prest i lluita pel que vols fer
Podem cridar sense parar podem somiar
I si ho desitges de veritat, ho aconseguiràs
Podem cridar sense parar…
Podem somiar sense parar…"
"4-de-copes","una-llum","No sé on buscar aquí tot es blanc
A les estrelles estic arribant
No sé on buscar però jo hi pujaré
Està molt amunt està al firmament
No sé on buscar però l'agafaré
L'estic perseguint ja fa molt de temps
Es pot amagar però la trobaré
Es pot amagar però la buscaré
Siga més promte o més tard
De mi no es podrà amagar
Siga de dia o de nit estiga lluny o prop de mi
La buscaré i la trobaré
No escaparà i te la duré…te la duré
No sé on buscar però l'agafaré
No sé cap on va però la seguiré
L'estic perseguint ja fa molt de temps
Es pot amagar però la trobaré
Oh oh veig una llum
Oh oh al firmament
Oh oh està molt amunt
Oh oh però jo hi pujaré
Siga més promte o més tard
De mi no es podrà amagar
Siga de dia o de nit estiga lluny o prop de mi
La buscaré i la trobaré
No escaparà i te la duré…te la duré"
